Wlgth,"Reflectivity (P-Pol, 5°)",Wlgth,"GDD (P-Pol, 5°)"
1052.706,99.9946,1052.706,-200.118
1052.834,99.99456,1052.834,-200.245
1052.963,99.99453,1052.963,-200.371
1053.091,99.9945,1053.091,-200.498
1053.22,99.99447,1053.22,-200.625
1053.348,99.99443,1053.348,-200.752
1053.476,99.9944,1053.476,-200.878
1053.605,99.99436,1053.605,-201.004
1053.734,99.99432,1053.734,-201.13
1053.862,99.99429,1053.862,-201.255
1053.991,99.99425,1053.991,-201.38
1054.119,99.99421,1054.119,-201.504
1054.248,99.99417,1054.248,-201.628
1054.377,99.99412,1054.377,-201.751
1054.505,99.99408,1054.505,-201.873
1054.634,99.99404,1054.634,-201.994
1054.763,99.99399,1054.763,-202.115
1054.892,99.99395,1054.892,-202.234
1055.021,99.9939,1055.021,-202.352
1055.15,99.99385,1055.15,-202.469
1055.279,99.99381,1055.279,-202.585
1055.408,99.99376,1055.408,-202.7
1055.537,99.99371,1055.537,-202.813
1055.666,99.99365,1055.666,-202.925
1055.795,99.9936,1055.795,-203.035
1055.924,99.99355,1055.924,-203.144
1056.053,99.99349,1056.053,-203.251
1056.182,99.99344,1056.182,-203.357
1056.311,99.99338,1056.311,-203.461
1056.44,99.99332,1056.44,-203.562
1056.57,99.99327,1056.57,-203.662
1056.699,99.99321,1056.699,-203.76
1056.828,99.99314,1056.828,-203.856
1056.958,99.99308,1056.958,-203.95
1057.087,99.99302,1057.087,-204.042
1057.216,99.99295,1057.216,-204.132
1057.346,99.99289,1057.346,-204.219
1057.475,99.99282,1057.475,-204.304
1057.605,99.99275,1057.605,-204.387
1057.734,99.99268,1057.734,-204.467
1057.864,99.99261,1057.864,-204.544
1057.993,99.99254,1057.993,-204.619
1058.123,99.99247,1058.123,-204.692
1058.253,99.9924,1058.253,-204.762
1058.382,99.99232,1058.382,-204.829
1058.512,99.99225,1058.512,-204.893
1058.642,99.99217,1058.642,-204.955
1058.772,99.99209,1058.772,-205.013
1058.901,99.99201,1058.901,-205.069
1059.031,99.99193,1059.031,-205.122
1059.161,99.99185,1059.161,-205.172
1059.291,99.99177,1059.291,-205.218
1059.421,99.99168,1059.421,-205.262
1059.551,99.9916,1059.551,-205.303
1059.681,99.99151,1059.681,-205.34
1059.811,99.99142,1059.811,-205.375
1059.941,99.99134,1059.941,-205.406
1060.071,99.99125,1060.071,-205.434
1060.201,99.99116,1060.201,-205.458
1060.331,99.99106,1060.331,-205.48
1060.462,99.99097,1060.462,-205.498
1060.592,99.99088,1060.592,-205.513
1060.722,99.99079,1060.722,-205.525
1060.852,99.99069,1060.852,-205.533
1060.983,99.99059,1060.983,-205.538
1061.113,99.9905,1061.113,-205.54
1061.244,99.9904,1061.244,-205.538
1061.374,99.9903,1061.374,-205.533
1061.504,99.9902,1061.504,-205.525
1061.635,99.9901,1061.635,-205.513
1061.765,99.99,1061.765,-205.498
1061.896,99.9899,1061.896,-205.48
1062.027,99.9898,1062.027,-205.458
1062.157,99.9897,1062.157,-205.434
1062.288,99.9896,1062.288,-205.405
1062.419,99.9895,1062.419,-205.374
1062.549,99.9894,1062.549,-205.34
1062.68,99.9893,1062.68,-205.302
1062.811,99.98919,1062.811,-205.262
1062.942,99.98909,1062.942,-205.218
1063.072,99.98899,1063.072,-205.171
1063.203,99.98889,1063.203,-205.121
1063.334,99.98879,1063.334,-205.068
1063.465,99.98869,1063.465,-205.012
1063.596,99.98859,1063.596,-204.954
1063.727,99.98849,1063.727,-204.892
1063.858,99.98839,1063.858,-204.828
1063.989,99.98829,1063.989,-204.761
1064.12,99.9882,1064.12,-204.692
1064.251,99.9881,1064.251,-204.619
1064.383,99.98801,1064.383,-204.544
1064.514,99.98792,1064.514,-204.467
1064.645,99.98782,1064.645,-204.387
1064.776,99.98774,1064.776,-204.305
1064.908,99.98765,1064.908,-204.221
1065.039,99.98756,1065.039,-204.134
1065.17,99.98748,1065.17,-204.045
1065.302,99.9874,1065.302,-203.954
1065.433,99.98732,1065.433,-203.861
1065.564,99.98724,1065.564,-203.765
1065.696,99.98717,1065.696,-203.668
1065.827,99.98709,1065.827,-203.569
1065.959,99.98702,1065.959,-203.468
1066.091,99.98696,1066.091,-203.365
1066.222,99.98689,1066.222,-203.26
1066.354,99.98683,1066.354,-203.153
1066.486,99.98678,1066.486,-203.045
1066.617,99.98672,1066.617,-202.935
1066.749,99.98667,1066.749,-202.824
1066.881,99.98662,1066.881,-202.71
1067.013,99.98658,1067.013,-202.596
1067.144,99.98654,1067.144,-202.479
1067.276,99.9865,1067.276,-202.362
1067.408,99.98647,1067.408,-202.243
1067.54,99.98644,1067.54,-202.122
1067.672,99.98642,1067.672,-202
1067.804,99.9864,1067.804,-201.876
1067.936,99.98638,1067.936,-201.752
1068.068,99.98637,1068.068,-201.626
1068.2,99.98636,1068.2,-201.498
1068.333,99.98635,1068.333,-201.37
1068.465,99.98635,1068.465,-201.24
1068.597,99.98635,1068.597,-201.109
1068.729,99.98636,1068.729,-200.977
1068.861,99.98637,1068.861,-200.843
1068.994,99.98638,1068.994,-200.709
1069.126,99.9864,1069.126,-200.574
1069.258,99.98642,1069.258,-200.437
1069.391,99.98645,1069.391,-200.3
1069.523,99.98648,1069.523,-200.162
1069.656,99.98651,1069.656,-200.023
1069.788,99.98655,1069.788,-199.883
1069.921,99.98659,1069.921,-199.743
1070.053,99.98663,1070.053,-199.602
1070.186,99.98668,1070.186,-199.46
1070.319,99.98673,1070.319,-199.318
1070.451,99.98678,1070.451,-199.176
1070.584,99.98683,1070.584,-199.033
1070.717,99.98689,1070.717,-198.89
1070.849,99.98695,1070.849,-198.747
1070.982,99.98702,1070.982,-198.604
1071.115,99.98709,1071.115,-198.461
1071.248,99.98715,1071.248,-198.318
1071.381,99.98723,1071.381,-198.176
1071.514,99.9873,1071.514,-198.034
1071.647,99.98738,1071.647,-197.892
1071.78,99.98745,1071.78,-197.751
1071.913,99.98753,1071.913,-197.611
1072.046,99.98762,1072.046,-197.471
1072.179,99.9877,1072.179,-197.333
1072.312,99.98778,1072.312,-197.195
1072.445,99.98787,1072.445,-197.059
1072.578,99.98796,1072.578,-196.924
1072.711,99.98805,1072.711,-196.791
1072.845,99.98813,1072.845,-196.659
1072.978,99.98823,1072.978,-196.529
1073.111,99.98832,1073.111,-196.401
1073.245,99.98841,1073.245,-196.274
1073.378,99.9885,1073.378,-196.15
1073.511,99.9886,1073.511,-196.028
1073.645,99.98869,1073.645,-195.908
1073.778,99.98878,1073.778,-195.79
1073.912,99.98888,1073.912,-195.676
1074.046,99.98897,1074.046,-195.563
1074.179,99.98907,1074.179,-195.454
1074.313,99.98916,1074.313,-195.347
1074.446,99.98926,1074.446,-195.243
1074.58,99.98935,1074.58,-195.142
1074.714,99.98945,1074.714,-195.044
1074.848,99.98954,1074.848,-194.95
1074.981,99.98964,1074.981,-194.859
1075.115,99.98973,1075.115,-194.771
1075.249,99.98982,1075.249,-194.687
1075.383,99.98992,1075.383,-194.607
1075.517,99.99001,1075.517,-194.53
1075.651,99.9901,1075.651,-194.457
1075.785,99.99019,1075.785,-194.387
1075.919,99.99028,1075.919,-194.322
1076.053,99.99037,1076.053,-194.261
1076.187,99.99046,1076.187,-194.203
1076.321,99.99055,1076.321,-194.15
1076.455,99.99064,1076.455,-194.101
1076.589,99.99073,1076.589,-194.056
1076.724,99.99081,1076.724,-194.015
1076.858,99.9909,1076.858,-193.979
1076.992,99.99098,1076.992,-193.947
1077.126,99.99107,1077.126,-193.92
1077.261,99.99115,1077.261,-193.897
1077.395,99.99123,1077.395,-193.878
1077.53,99.99131,1077.53,-193.864
1077.664,99.99139,1077.664,-193.855
1077.799,99.99147,1077.799,-193.85
1077.933,99.99155,1077.933,-193.849
1078.068,99.99163,1078.068,-193.854
1078.202,99.9917,1078.202,-193.862
1078.337,99.99178,1078.337,-193.876
1078.472,99.99185,1078.472,-193.894
1078.606,99.99193,1078.606,-193.917
1078.741,99.992,1078.741,-193.944
1078.876,99.99207,1078.876,-193.976
1079.01,99.99214,1079.01,-194.013
1079.145,99.99221,1079.145,-194.054
1079.28,99.99228,1079.28,-194.1
1079.415,99.99234,1079.415,-194.151
1079.55,99.99241,1079.55,-194.206
1079.685,99.99248,1079.685,-194.266
1079.82,99.99254,1079.82,-194.33
1079.955,99.9926,1079.955,-194.398
1080.09,99.99267,1080.09,-194.472
1080.225,99.99273,1080.225,-194.549
1080.36,99.99279,1080.36,-194.631
1080.495,99.99285,1080.495,-194.717
1080.631,99.99291,1080.631,-194.808
1080.766,99.99297,1080.766,-194.902
1080.901,99.99302,1080.901,-195.001
1081.036,99.99308,1081.036,-195.104
1081.172,99.99313,1081.172,-195.211
1081.307,99.99319,1081.307,-195.322
1081.443,99.99324,1081.443,-195.437
1081.578,99.99329,1081.578,-195.556
1081.713,99.99335,1081.713,-195.679
1081.849,99.9934,1081.849,-195.805
1081.984,99.99345,1081.984,-195.935
1082.12,99.9935,1082.12,-196.068
1082.256,99.99354,1082.256,-196.205
1082.391,99.99359,1082.391,-196.345
1082.527,99.99364,1082.527,-196.489
1082.663,99.99368,1082.663,-196.635
1082.798,99.99373,1082.798,-196.785
1082.934,99.99377,1082.934,-196.937
1083.07,99.99382,1083.07,-197.093
1083.206,99.99386,1083.206,-197.251
1083.342,99.9939,1083.342,-197.411
1083.478,99.99394,1083.478,-197.575
1083.614,99.99398,1083.614,-197.74
1083.75,99.99402,1083.75,-197.908
1083.886,99.99406,1083.886,-198.078
1084.022,99.9941,1084.022,-198.25
1084.158,99.99414,1084.158,-198.424
1084.294,99.99418,1084.294,-198.599
1084.43,99.99421,1084.43,-198.777
1084.566,99.99425,1084.566,-198.955
1084.702,99.99428,1084.702,-199.136
1084.839,99.99432,1084.839,-199.317
1084.975,99.99435,1084.975,-199.499
1085.111,99.99438,1085.111,-199.683
1085.248,99.99442,1085.248,-199.867
1085.384,99.99445,1085.384,-200.051
1085.52,99.99448,1085.52,-200.237
1085.657,99.99451,1085.657,-200.422
1085.793,99.99454,1085.793,-200.608
1085.93,99.99457,1085.93,-200.794
1086.066,99.9946,1086.066,-200.98
1086.203,99.99463,1086.203,-201.165
1086.34,99.99465,1086.34,-201.35
1086.476,99.99468,1086.476,-201.535
1086.613,99.99471,1086.613,-201.719
1086.75,99.99473,1086.75,-201.902
1086.886,99.99476,1086.886,-202.084
1087.023,99.99479,1087.023,-202.264
1087.16,99.99481,1087.16,-202.444
1087.297,99.99483,1087.297,-202.622
1087.434,99.99486,1087.434,-202.798
1087.571,99.99488,1087.571,-202.973
1087.708,99.9949,1087.708,-203.145
1087.845,99.99492,1087.845,-203.316
1087.982,99.99495,1087.982,-203.484
1088.119,99.99497,1088.119,-203.649
1088.256,99.99499,1088.256,-203.812
1088.393,99.99501,1088.393,-203.973
1088.53,99.99503,1088.53,-204.13
1088.668,99.99505,1088.668,-204.285
1088.805,99.99507,1088.805,-204.436
1088.942,99.99508,1088.942,-204.584
1089.079,99.9951,1089.079,-204.729
1089.217,99.99512,1089.217,-204.87
1089.354,99.99514,1089.354,-205.007
1089.492,99.99515,1089.492,-205.14
1089.629,99.99517,1089.629,-205.269
1089.767,99.99518,1089.767,-205.394
1089.904,99.9952,1089.904,-205.515
1090.042,99.99521,1090.042,-205.631
1090.179,99.99523,1090.179,-205.743
1090.317,99.99524,1090.317,-205.85
1090.455,99.99526,1090.455,-205.953
1090.592,99.99527,1090.592,-206.05
1090.73,99.99528,1090.73,-206.142
1090.868,99.9953,1090.868,-206.23
1091.006,99.99531,1091.006,-206.312
1091.143,99.99532,1091.143,-206.388
1091.281,99.99533,1091.281,-206.459
1091.419,99.99534,1091.419,-206.525
1091.557,99.99535,1091.557,-206.585
1091.695,99.99536,1091.695,-206.639
1091.833,99.99537,1091.833,-206.687
1091.971,99.99538,1091.971,-206.73
1092.109,99.99539,1092.109,-206.766
1092.247,99.9954,1092.247,-206.797
1092.386,99.99541,1092.386,-206.821
1092.524,99.99542,1092.524,-206.839
1092.662,99.99543,1092.662,-206.851
1092.8,99.99543,1092.8,-206.857
1092.938,99.99544,1092.938,-206.856
1093.077,99.99545,1093.077,-206.849
1093.215,99.99546,1093.215,-206.836
1093.354,99.99546,1093.354,-206.816
1093.492,99.99547,1093.492,-206.79
1093.63,99.99547,1093.63,-206.757
1093.769,99.99548,1093.769,-206.718
1093.908,99.99548,1093.908,-206.672
1094.046,99.99549,1094.046,-206.62
1094.185,99.99549,1094.185,-206.562
1094.323,99.9955,1094.323,-206.497
1094.462,99.9955,1094.462,-206.425
1094.601,99.9955,1094.601,-206.347
1094.74,99.99551,1094.74,-206.263
1094.878,99.99551,1094.878,-206.172
1095.017,99.99551,1095.017,-206.075
1095.156,99.99551,1095.156,-205.972
1095.295,99.99552,1095.295,-205.862
1095.434,99.99552,1095.434,-205.747
1095.573,99.99552,1095.573,-205.625
1095.712,99.99552,1095.712,-205.497
1095.851,99.99552,1095.851,-205.364
1095.99,99.99552,1095.99,-205.224
1096.129,99.99552,1096.129,-205.079
1096.268,99.99552,1096.268,-204.929
1096.407,99.99552,1096.407,-204.772
1096.546,99.99552,1096.546,-204.611
1096.686,99.99552,1096.686,-204.444
1096.825,99.99552,1096.825,-204.272
1096.964,99.99551,1096.964,-204.094
1097.104,99.99551,1097.104,-203.912
1097.243,99.99551,1097.243,-203.726
1097.382,99.99551,1097.382,-203.534
1097.522,99.9955,1097.522,-203.338
1097.661,99.9955,1097.661,-203.138
1097.801,99.9955,1097.801,-202.934
1097.941,99.99549,1097.941,-202.726
1098.08,99.99549,1098.08,-202.514
1098.22,99.99549,1098.22,-202.299
1098.359,99.99548,1098.359,-202.08
1098.499,99.99548,1098.499,-201.858
1098.639,99.99547,1098.639,-201.634
1098.779,99.99547,1098.779,-201.406
1098.918,99.99546,1098.918,-201.176
1099.058,99.99545,1099.058,-200.944
1099.198,99.99545,1099.198,-200.709
1099.338,99.99544,1099.338,-200.473
1099.478,99.99543,1099.478,-200.235
1099.618,99.99543,1099.618,-199.996
1099.758,99.99542,1099.758,-199.755
1099.898,99.99541,1099.898,-199.514
1100.038,99.9954,1100.038,-199.272
1100.178,99.99539,1100.178,-199.03
1100.319,99.99538,1100.319,-198.787
1100.459,99.99537,1100.459,-198.545
1100.599,99.99536,1100.599,-198.303
1100.739,99.99535,1100.739,-198.062
1100.88,99.99534,1100.88,-197.821
1101.02,99.99533,1101.02,-197.582
1101.16,99.99532,1101.16,-197.344
1101.301,99.99531,1101.301,-197.108
1101.441,99.9953,1101.441,-196.875
1101.582,99.99529,1101.582,-196.643
1101.722,99.99528,1101.722,-196.414
1101.863,99.99526,1101.863,-196.188
1102.003,99.99525,1102.003,-195.965
1102.144,99.99524,1102.144,-195.745
1102.285,99.99522,1102.285,-195.529
1102.425,99.99521,1102.425,-195.317
1102.566,99.9952,1102.566,-195.109
1102.707,99.99518,1102.707,-194.906
1102.848,99.99517,1102.848,-194.707
1102.989,99.99515,1102.989,-194.514
1103.129,99.99514,1103.129,-194.326
1103.27,99.99512,1103.27,-194.143
1103.411,99.9951,1103.411,-193.967
1103.552,99.99509,1103.552,-193.796
1103.693,99.99507,1103.693,-193.632
1103.834,99.99505,1103.834,-193.475
1103.975,99.99504,1103.975,-193.324
1104.117,99.99502,1104.117,-193.181
1104.258,99.995,1104.258,-193.045
1104.399,99.99498,1104.399,-192.916
1104.54,99.99496,1104.54,-192.796
1104.682,99.99494,1104.682,-192.683
1104.823,99.99492,1104.823,-192.579
1104.964,99.9949,1104.964,-192.483
1105.106,99.99488,1105.106,-192.396
1105.247,99.99486,1105.247,-192.318
1105.388,99.99484,1105.388,-192.249
1105.53,99.99482,1105.53,-192.189
1105.671,99.99479,1105.671,-192.139
1105.813,99.99477,1105.813,-192.098
1105.955,99.99475,1105.955,-192.067
1106.096,99.99472,1106.096,-192.046
1106.238,99.9947,1106.238,-192.035
1106.38,99.99468,1106.38,-192.035
1106.521,99.99465,1106.521,-192.044
1106.663,99.99462,1106.663,-192.064
1106.805,99.9946,1106.805,-192.094
1106.947,99.99457,1106.947,-192.135
1107.089,99.99455,1107.089,-192.187
1107.231,99.99452,1107.231,-192.249
1107.373,99.99449,1107.373,-192.322
1107.515,99.99446,1107.515,-192.406
1107.657,99.99443,1107.657,-192.501
1107.799,99.9944,1107.799,-192.606
1107.941,99.99437,1107.941,-192.722
1108.083,99.99434,1108.083,-192.849
1108.225,99.99431,1108.225,-192.987
1108.368,99.99428,1108.368,-193.135
1108.51,99.99425,1108.51,-193.294
1108.652,99.99422,1108.652,-193.464
1108.794,99.99418,1108.794,-193.643
1108.937,99.99415,1108.937,-193.834
1109.079,99.99412,1109.079,-194.034
1109.222,99.99408,1109.222,-194.245
1109.364,99.99405,1109.364,-194.465
1109.507,99.99401,1109.507,-194.695
1109.649,99.99397,1109.649,-194.934
1109.792,99.99394,1109.792,-195.183
1109.934,99.9939,1109.934,-195.441
1110.077,99.99386,1110.077,-195.708
1110.22,99.99382,1110.22,-195.983
1110.363,99.99378,1110.363,-196.267
1110.505,99.99374,1110.505,-196.558
1110.648,99.9937,1110.648,-196.857
1110.791,99.99366,1110.791,-197.164
1110.934,99.99362,1110.934,-197.478
1111.077,99.99357,1111.077,-197.798
1111.22,99.99353,1111.22,-198.124
1111.363,99.99348,1111.363,-198.457
1111.506,99.99344,1111.506,-198.795
1111.649,99.99339,1111.649,-199.137
1111.792,99.99335,1111.792,-199.485
1111.935,99.9933,1111.935,-199.836
1112.078,99.99325,1112.078,-200.191
1112.222,99.9932,1112.222,-200.55
1112.365,99.99315,1112.365,-200.911
1112.508,99.9931,1112.508,-201.273
1112.651,99.99305,1112.651,-201.638
1112.795,99.993,1112.795,-202.003
1112.938,99.99294,1112.938,-202.369
1113.082,99.99289,1113.082,-202.735
1113.225,99.99283,1113.225,-203.1
1113.369,99.99278,1113.369,-203.463
1113.512,99.99272,1113.512,-203.824
1113.656,99.99266,1113.656,-204.183
1113.799,99.9926,1113.799,-204.538
1113.943,99.99254,1113.943,-204.889
1114.087,99.99248,1114.087,-205.236
1114.23,99.99242,1114.23,-205.577
1114.374,99.99236,1114.374,-205.912
1114.518,99.99229,1114.518,-206.241
1114.662,99.99223,1114.662,-206.562
1114.806,99.99216,1114.806,-206.874
1114.95,99.99209,1114.95,-207.178
1115.094,99.99203,1115.094,-207.472
1115.238,99.99196,1115.238,-207.756
1115.382,99.99188,1115.382,-208.028
1115.526,99.99181,1115.526,-208.289
1115.67,99.99174,1115.67,-208.537
1115.814,99.99166,1115.814,-208.772
1115.958,99.99159,1115.958,-208.992
1116.102,99.99151,1116.102,-209.198
1116.247,99.99143,1116.247,-209.389
1116.391,99.99135,1116.391,-209.563
1116.535,99.99127,1116.535,-209.72
1116.68,99.99119,1116.68,-209.859
1116.824,99.9911,1116.824,-209.98
1116.968,99.99102,1116.968,-210.082
1117.113,99.99093,1117.113,-210.164
1117.257,99.99084,1117.257,-210.225
1117.402,99.99075,1117.402,-210.266
1117.547,99.99066,1117.547,-210.285
1117.691,99.99057,1117.691,-210.282
1117.836,99.99047,1117.836,-210.256
1117.981,99.99037,1117.981,-210.206
1118.125,99.99028,1118.125,-210.133
1118.27,99.99018,1118.27,-210.035
1118.415,99.99007,1118.415,-209.912
1118.56,99.98997,1118.56,-209.764
1118.705,99.98986,1118.705,-209.59
1118.85,99.98975,1118.85,-209.391
1118.995,99.98964,1118.995,-209.165
1119.14,99.98953,1119.14,-208.912
1119.285,99.98942,1119.285,-208.633
1119.43,99.9893,1119.43,-208.327
1119.575,99.98918,1119.575,-207.994
1119.72,99.98906,1119.72,-207.634
1119.865,99.98894,1119.865,-207.247
1120.01,99.98882,1120.01,-206.832
1120.156,99.98869,1120.156,-206.391
1120.301,99.98856,1120.301,-205.924
1120.446,99.98843,1120.446,-205.43
1120.592,99.98829,1120.592,-204.911
1120.737,99.98815,1120.737,-204.366
1120.883,99.98801,1120.883,-203.796
1121.028,99.98787,1121.028,-203.202
1121.174,99.98772,1121.174,-202.584
1121.319,99.98757,1121.319,-201.945
1121.465,99.98742,1121.465,-201.283
1121.61,99.98727,1121.61,-200.601
1121.756,99.98711,1121.756,-199.9
1121.902,99.98695,1121.902,-199.18
1122.048,99.98678,1122.048,-198.444
1122.193,99.98662,1122.193,-197.694
1122.339,99.98645,1122.339,-196.93
1122.485,99.98627,1122.485,-196.154
1122.631,99.98609,1122.631,-195.369
1122.777,99.98591,1122.777,-194.578
1122.923,99.98573,1122.923,-193.781
1123.069,99.98554,1123.069,-192.982
1123.215,99.98534,1123.215,-192.184
1123.361,99.98515,1123.361,-191.388
1123.507,99.98494,1123.507,-190.6
1123.653,99.98474,1123.653,-189.821
1123.8,99.98453,1123.8,-189.056
1123.946,99.98431,1123.946,-188.308
1124.092,99.98409,1124.092,-187.58
1124.238,99.98387,1124.238,-186.879
1124.385,99.98364,1124.385,-186.207
1124.531,99.9834,1124.531,-185.57
1124.678,99.98316,1124.678,-184.972
1124.824,99.98292,1124.824,-184.42
1124.971,99.98266,1124.971,-183.918
1125.117,99.98241,1125.117,-183.473
1125.264,99.98215,1125.264,-183.092
1125.41,99.98188,1125.41,-182.78
1125.557,99.9816,1125.557,-182.544
1125.704,99.98132,1125.704,-182.393
1125.851,99.98103,1125.851,-182.334
1125.997,99.98074,1125.997,-182.375
1126.144,99.98043,1126.144,-182.526
1126.291,99.98012,1126.291,-182.794
1126.438,99.97981,1126.438,-183.19
1126.585,99.97948,1126.585,-183.724
1126.732,99.97915,1126.732,-184.407
1126.879,99.97881,1126.879,-185.25
1127.026,99.97846,1127.026,-186.264
1127.173,99.9781,1127.173,-187.463
1127.32,99.97773,1127.32,-188.859
1127.467,99.97735,1127.467,-190.466
1127.615,99.97697,1127.615,-192.299
1127.762,99.97657,1127.762,-194.372
1127.909,99.97616,1127.909,-196.703
1128.056,99.97574,1128.056,-199.307
1128.204,99.97531,1128.204,-202.204
1128.351,99.97487,1128.351,-205.411
1128.499,99.97442,1128.499,-208.948
1128.646,99.97395,1128.646,-212.836
1128.794,99.97348,1128.794,-217.098
1128.941,99.97298,1128.941,-221.756
1129.089,99.97248,1129.089,-226.834
1129.236,99.97196,1129.236,-232.36
1129.384,99.97142,1129.384,-238.359
1129.532,99.97087,1129.532,-244.86
1129.68,99.9703,1129.68,-251.894
1129.827,99.96972,1129.827,-259.492
1129.975,99.96912,1129.975,-267.689
1130.123,99.9685,1130.123,-276.521
1130.271,99.96786,1130.271,-286.024
1130.419,99.9672,1130.419,-296.24
1130.567,99.96653,1130.567,-307.21
1130.715,99.96583,1130.715,-318.981
1130.863,99.9651,1130.863,-331.598
1131.011,99.96436,1131.011,-345.114
1131.159,99.96359,1131.159,-359.582
1131.307,99.9628,1131.307,-375.058
1131.456,99.96198,1131.456,-391.604
1131.604,99.96113,1131.604,-409.285
1131.752,99.96025,1131.752,-428.169
1131.9,99.95935,1131.9,-448.33
1132.049,99.95841,1132.049,-469.845
1132.197,99.95744,1132.197,-492.798
1132.346,99.95643,1132.346,-517.279
1132.494,99.95539,1132.494,-543.383
1132.643,99.95431,1132.643,-571.211
1132.791,99.95319,1132.791,-600.873
1132.94,99.95203,1132.94,-632.485
1133.088,99.95083,1133.088,-666.174
1133.237,99.94958,1133.237,-702.074
1133.386,99.94828,1133.386,-740.33
1133.535,99.94693,1133.535,-781.097
1133.683,99.94553,1133.683,-824.544
1133.832,99.94407,1133.832,-870.852
1133.981,99.94256,1133.981,-920.214
1134.13,99.94098,1134.13,-972.843
1134.279,99.93933,1134.279,-1028.97
1134.428,99.93762,1134.428,-1088.83
1134.577,99.93583,1134.577,-1152.7
1134.726,99.93396,1134.726,-1220.87
1134.875,99.93201,1134.875,-1293.66
1135.024,99.92998,1135.024,-1371.4
1135.174,99.92785,1135.174,-1454.47
1135.323,99.92562,1135.323,-1543.28
1135.472,99.92329,1135.472,-1638.27
1135.621,99.92085,1135.621,-1739.92
1135.771,99.91829,1135.771,-1848.78
1135.92,99.9156,1135.92,-1965.42
1136.069,99.91278,1136.069,-2090.48
1136.219,99.90982,1136.219,-2224.66
1136.368,99.9067,1136.368,-2368.75
1136.518,99.90342,1136.518,-2523.6
1136.668,99.89997,1136.668,-2690.15
1136.817,99.89633,1136.817,-2869.44
1136.967,99.89248,1136.967,-3062.64
1137.117,99.88842,1137.117,-3271.03
1137.266,99.88413,1137.266,-3496.04
1137.416,99.87959,1137.416,-3739.26
1137.566,99.87477,1137.566,-4002.48
1137.716,99.86967,1137.716,-4287.69
1137.866,99.86425,1137.866,-4597.12
1138.016,99.85848,1138.016,-4933.27
1138.166,99.85235,1138.166,-5298.97
1138.316,99.84581,1138.316,-5697.41
1138.466,99.83883,1138.466,-6132.18
1138.616,99.83137,1138.616,-6607.38
1138.766,99.82339,1138.766,-7127.64
1138.916,99.81484,1138.916,-7698.26
1139.066,99.80565,1139.066,-8325.27
1139.216,99.79578,1139.216,-9015.6
1139.367,99.78515,1139.367,-9777.2
1139.517,99.77368,1139.517,-10619.2
1139.667,99.76128,1139.667,-11552.3
1139.818,99.74785,1139.818,-12588.7
1139.968,99.73328,1139.968,-13742.6
1140.119,99.71743,1140.119,-15030.9
1140.269,99.70016,1140.269,-16472.9
1140.42,99.6813,1140.42,-18091.6
1140.571,99.66064,1140.571,-19914.1
1140.721,99.63796,1140.721,-21972.5
1140.872,99.613,1140.872,-24304.8
1141.023,99.58544,1141.023,-26956.5
1141.173,99.55493,1141.173,-29982
1141.324,99.52104,1141.324,-33446.9
1141.475,99.48329,1141.475,-37430.1
1141.626,99.44107,1141.626,-42027.5
1141.777,99.3937,1141.777,-47355.5
1141.928,99.34035,1141.928,-53556.2
1142.079,99.28002,1142.079,-60803.4
1142.23,99.21153,1142.23,-69309.7
1142.381,99.13344,1142.381,-79335.8
1142.532,99.04403,1142.532,-91200.4
1142.683,98.9412,1142.683,-105292
1142.834,98.82244,1142.834,-122077
1142.986,98.6847,1142.986,-142110
1143.137,98.52436,1143.137,-166029
1143.288,98.3371,1143.288,-194528
1143.44,98.11796,1143.44,-228283
1143.591,97.86138,1143.591,-267796
1143.743,97.56162,1143.743,-313071
1143.894,97.21348,1143.894,-363054
1144.046,96.81389,1144.046,-414703
1144.197,96.3645,1144.197,-461694
1144.349,95.87566,1144.349,-493063
1144.5,95.37111,1144.5,-492845
1144.652,94.8917,1144.652,-442763
1144.804,94.49391,1144.804,-329942
1144.956,94.23908,1144.956,-158067
1145.107,94.1737,1145.107,46190.79
1145.259,94.31003,1145.259,241007.6
1145.411,94.62059,1145.411,389148.6
1145.563,95.05066,1145.563,473940.5
1145.715,95.53927,1145.715,500220.2
1145.867,96.0358,1145.867,484489.4
1146.019,96.5066,1146.019,444647.1
1146.171,96.93378,1146.171,394581.2
1146.323,97.31086,1146.323,343101.9
1146.476,97.63824,1146.476,294930.2
1146.628,97.91987,1146.628,252105.1
1146.78,98.16111,1146.78,215130.3
1146.932,98.36755,1146.932,183732.4
1147.085,98.54441,1147.085,157306.7
1147.237,98.69631,1147.237,135155.1
1147.389,98.82722,1147.389,116602.8
1147.542,98.94049,1147.542,101047
1147.694,99.0389,1147.694,87971.55
1147.847,99.12476,1147.847,76944.55
1147.999,99.20001,1147.999,67609.52
1148.152,99.26622,1148.152,59674.31
1148.305,99.32473,1148.305,52900.26
1148.457,99.37664,1148.457,47092.59
1148.61,99.42286,1148.61,42092.14
1148.763,99.46418,1148.763,37768.66
1148.916,99.50123,1148.916,34015.2
1149.069,99.53458,1149.069,30743.67
1149.222,99.56469,1149.222,27881.28
1149.375,99.59195,1149.375,25367.62
1149.527,99.6167,1149.527,23152.38
1149.681,99.63925,1149.681,21193.48
1149.834,99.65983,1149.834,19455.6
1149.987,99.67866,1149.987,17908.99
1150.14,99.69594,1150.14,16528.45
